"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","Document Type","Source"
"Sun Y.; Liu F.","Sun, Yili (59970351100); Liu, Fei (59720101600)","59970351100; 59720101600","Real-world implementation of an AI learning tool-MetaGP-Edu in medical education: A multi-center cohort study","2025","Computers and Education","0","10.1016/j.compedu.2025.105388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009510026&doi=10.1016%2fj.compedu.2025.105388&partnerID=40&md5=f4286edabe5a5338927d5d0ddc9d886d","This study aimed to evaluate the real-world educational impact associated with the implementation of MetaGP-Edu, a bespoke generative artificial intelligence tool fine-tuned for medical learning, within the undergraduate Internal Medicine curriculum. We conducted a large-scale, multi-center retrospective cohort study utilizing historical academic records from six major medical schools in China (N = 1632). We evaluated student performance across multiple dimensions, including final scores that assessed both foundational knowledge recall and clinical reasoning—defined as the cognitive process of analyzing patient data to formulate a diagnosis and management plan. Formative in-tool skill metrics were also included. These outcomes were then compared between pre- and post-implementation cohorts (Pre-MetaGP-Edu vs. Post-MetaGP-Edu) using adjusted multivariable regression models. Analysis also included usage patterns and embedded competency test scores for the post-implementation cohort. Results indicated that students with access to MetaGP-Edu achieved significantly higher overall Internal Medicine scores (Adjusted Mean Difference: +8.2 points, P < 0.001). This improvement was primarily associated with significantly higher scores in clinical reasoning assessments (P < 0.001), with no significant difference observed in knowledge recall scores (P > 0.05). The positive association also varied across clinical topics, being more pronounced in complex system modules. Furthermore, within the post-implementation cohort, significant skill development was observed over time, and higher total usage time significantly predicted greater skill gains (Adjusted OR = 2.42, P < 0.001). In conclusion, supplementary integration of a domain-specific AI educational tool like MetaGP-Edu shows a positive association with enhanced medical student performance, particularly for higher-order reasoning skills, although student engagement appears critical to realizing these benefits. © 2025 Elsevier Ltd","Article","Scopus"
"Castillo-Hernández F.-J.; Jiménez-Liso M.-R.; Couso D.; López-Gay R.","Castillo-Hernández, Francisco-José (57222627631); Jiménez-Liso, María-Rut (55318713500); Couso, Digna (6507314555); López-Gay, Rafael (59546243400)","57222627631; 55318713500; 6507314555; 59546243400","Exploring the phenomena of floating and sinking in science education literature: a systematic review","2025","Studies in Science Education","0","10.1080/03057267.2025.2460927","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217182402&doi=10.1080%2f03057267.2025.2460927&partnerID=40&md5=20d6a7ec6a5e9c3a5cc43d5b479d72aa","In this paper, we present an analysis of publications on the phenomena of floating and sinking in science education literature from the last five decades. A PRISMA based search procedure led us to study a total of 71 research papers. To analyse these papers, we designed an analysis protocol in which the following aspects were taken into account: the research aims proposed in the papers; the concepts related to floating and sinking; the testing objects; and the teaching approaches. The results highlight a positive shift towards social constructivist teaching approaches, such as inquiry or modelling, within floating and sinking research. This trend aligns with evidence demonstrating their effectiveness in promoting student learning. However, a lack of consensus persists regarding the concepts and testing objects used to teach these phenomena, which could lead to fragmented learning experiences and potentially hinder students’ conceptual development. Further research is needed to address these gaps and develop a cohesive instructional framework that facilitates its potential transfer to the classroom. The results of this study have implications for research and curriculum design. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Review","Scopus"
"Šmida D.; Čipková E.","Šmida, Dominik (58311630000); Čipková, Elena (54901973100)","58311630000; 54901973100","Improvement of students’ inquiry skills and self-assessment in biology through directed inquiry activities","2025","International Journal of Science Education","0","10.1080/09500693.2025.2464826","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218193907&doi=10.1080%2f09500693.2025.2464826&partnerID=40&md5=57345b928835d55073251b9384a10525","Primary school students need to acquire inquiry skills through teacher directed activities. We designed a series of inquiry activities, and we assessed their impact on the development of inquiry skills. The research was conducted with 416 students from Slovakia who participated in a quasi-experiment. Students in the experimental group conducted inquiry activities aimed at developing selected inquiry skills. Students in the control group received a traditional biology lesson with practical activities based on a ‘cookbook’ approach. We found that students in the experimental group significantly improved their inquiry skills. The research included self-assessment cards for students in the experimental group to assess their level of acquired inquiry skills. We found that students assessed inquiry skills better after the intervention using self-assessment cards. The research showed that systematic implementation inquiry activities improved students’ inquiry skills. © 2025 Informa UK Limited, trading as Taylor & Francis Group.","Article","Scopus"
"Sui C.-J.; Hsiao S.-Y.; Yeh S.-C.; Zhao P.; Chang C.-Y.; Lin J.","Sui, Chi-Jung (57799565800); Hsiao, Sheng-Yi (58678994200); Yeh, Shih-Chao (58679892300); Zhao, Pingping (57208079933); Chang, Chun-Yen (55729449300); Lin, Jing (57191851008)","57799565800; 58678994200; 58679892300; 57208079933; 55729449300; 57191851008","Do they have inquiry skill profiles? Exploring high school students' scientific inquiry in an animation-based activity","2024","Science Education","3","10.1002/sce.21844","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175637828&doi=10.1002%2fsce.21844&partnerID=40&md5=2ae831662c3a80fbae03482b989006b2","In this study, we aimed to characterize students' inquiry skill profiles and investigate whether students' gender, major, school location and type, and household registration are related to their inquiry skill profiles. By providing an animation-based activity, we engaged students in a scientific inquiry on the atmospheric chemistry of climate change. Students performed data analytics, control of variables, and scientific reasoning tasks, which represented essential skills in the inquiry process. After removing the invalid data and conducting the two-stage stratified sampling, we analyzed 724 11th-grade Chinese students' multiple-choice and open-ended responses. A latent profile analysis (LPA) was used to identify if there were subgroups of students' inquiry skills. χ2 tests were conducted to examine whether the profiles' distribution differed in gender, major, school location, school type, and household registration. We identified four types of inquiry skill profiles among students: sophisticated, experimental, moderate, and basic, based on their skills in data analytics, scientific reasoning, and control of variables. The findings showed that school location significantly affected students' inquiry profiles, while school type, student major, and hukou had a mildly favorable impact. To sum up, the marriage of the LPA approach and the animation-based activity has illuminated not just students' different inquiry skill profiles but also the relationships these profiles have with certain demographic factors. We discussed that it is imperative to recognize these varied inquiry skill profiles and work to bridge the disparities stemming from demographic differences for a more equitable science education environment. © 2023 Wiley Periodicals LLC.","Article","Scopus"
"İnaltun H.","İnaltun, Hüseyin (56976317500)","56976317500","Uncovering the connection: how do preservice teachers’ inquiry skills relate to practices of judgment and feedback regarding lower secondary school students’ laboratory reports?","2025","International Journal of Science Education","0","10.1080/09500693.2024.2364122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196208033&doi=10.1080%2f09500693.2024.2364122&partnerID=40&md5=b520592cd0ed60355641275dac994971","Recent studies have shown that preservice teachers often struggle to effectively implement formative assessment practices to support students’ inquiry skills development. Therefore, it is crucial to investigate factors related to the successful implementation of these practices by preservice teachers. In this study, the relation between the inquiry skill levels of preservice science teachers and the accuracy of their judgments and the quality and quantity of feedback given on lower secondary school students’ laboratory reports of different levels of achievement were examined. Therefore, 61 preservice science teachers evaluated laboratory reports and provided feedback using a rubric, after their inquiry skills were assessed with a paper-and-pencil test. The results show that preservice teachers’ inquiry skills significantly explained the variance in judgment accuracy for all reports. Additionally, the inquiry skill levels of preservice teachers were positively related to the amount of correct feedback they gave in all reports and the amount of prescriptive feedback they gave in the low-achieving report. Finally, there was a negative correlation between the inquiry skill levels of the preservice teachers and the amount of false feedback they gave in high-achieving reports. The results are discussed in terms of effective formative assessment practices in the context of inquiry skill. © 2024 Informa UK Limited, trading as Taylor & Francis Group.","Article","Scopus"
"Kapici H.O.","Kapici, Hasan Ozgur (56728737600)","56728737600","Does inquiry-based learning work better in regular classrooms or computer-based settings?","2025","Instructional Science","0","10.1007/s11251-025-09711-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003453442&doi=10.1007%2fs11251-025-09711-0&partnerID=40&md5=034e7d1d5d3111ac79a03239d9c40309","Enhancing students’ conceptual understanding and improving their inquiry skills and motivation for learning science are the goals of science instruction in learning environments. The current study investigated how different inquiry-based learning environments (regular classroom and computer-based environments) affect middle school students’ conceptual understanding of force and energy, inquiry skills, and motivation for learning science. A quasi-experimental pretest-posttest research design was used, with a total of 306 seventh-grade participants. A conceptual understanding test, an inquiry skills test, a motivation scale, and interviews were used to gather data. The findings revealed that the students in the computer-based learning environments showed significantly greater improvement than their counterparts in regular classroom environments in terms of conceptual understanding and inquiry skills. However, there was no meaningful difference in their motivation for learning science. Furthermore, the number of misconceptions about the topic of force and energy held by the students who learned in computer-based learning environments was relatively high. Possible reasons for the results including the advantages of instructional technologies, students’ inquiry abilities, and factors affecting motivation are discussed. © The Author(s) 2025.","Article","Scopus"
"Wang X.-M.; Wang J.-L.; Xu S.-Y.; Xu S.-J.","Wang, Xiao-Ming (57192623390); Wang, Jing-Lin (57223821997); Xu, Shu-Yan (59954378800); Xu, Si-Jie (59953821400)","57192623390; 57223821997; 59954378800; 59953821400","Concept mapping in STEM education: a meta-analysis of its impact on students’ achievement (2004–2023)","2025","International Journal of STEM Education","0","10.1186/s40594-025-00554-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008531158&doi=10.1186%2fs40594-025-00554-2&partnerID=40&md5=17af359ca4116215235435d876f90de0","Concept mapping is a powerful educational tool that facilitates students' organization and integration of knowledge, leading to improved understanding and retention. Numerous studies have highlighted the potential of concept mapping to enhance students' achievement. However, comprehensive quantitative analyses focusing on its impact specifically in STEM education are limited. This meta-analysis synthesizes findings from 37 studies conducted between 2004 and 2023, identifying a moderate overall effect size of concept mapping on students' achievement in STEM disciplines (ES = 0.630). The analysis of six moderating variables (subject, educational level, duration of the experiment, concept map construction mode, learning equipment, and pedagogical approach) reveals that concept mapping is particularly effective in science and technology, with the greatest impact observed at the secondary education level. Interventions lasting between one week and one month yielded the most significant improvements in learning outcomes, especially when students independently constructed their concept maps. Both digital and paper-based tools demonstrated moderate and comparable effects on students' achievement. In addition, among various pedagogical approaches, contextual and inquiry-based pedagogical approaches are more effective when integrated into STEM education. This study provides recommendations for future research and practical implementation of concept mapping in educational contexts. © The Author(s) 2025.","Review","Scopus"
"Ammoneit R.; Göhner M.F.; Bielik T.; Krell M.","Ammoneit, Rieke (57432969600); Göhner, Maximilian Felix (57216398456); Bielik, Tom (45460965100); Krell, Moritz (55812296600)","57432969600; 57216398456; 45460965100; 55812296600","Why most definitions of modeling competence in science education fall short: Analyzing the relevance of volition for modeling","2024","Science Education","4","10.1002/sce.21841","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176959835&doi=10.1002%2fsce.21841&partnerID=40&md5=b3b3bf52dad937c33bbfe509268cd394","Definitions of modeling competence in science education do not yet include noncognitive factors. However, noncognitive factors are central to competence and might thus substantially improve our understanding of modeling competence. In this article, we analyze volition during preservice science teachers' engagement with a black-box modeling task and its relation to established aspects of modeling competence: metamodeling knowledge, modeling process, and modeling product. A cluster analysis of the occurrence of volition categories resulted in three clusters of volitional behavior. The clusters describe three different volition types: one action-oriented type applying a self-regulative strategy and two state-oriented types applying self-controlling strategies. Correlation analyses between clusters, volition categories and modeling process variables indicate benefits of the self-regulative strategy. © 2023 The Authors. Science Education published by Wiley Periodicals LLC.","Article","Scopus"
"Vančugovienė V.; Lehtinen E.; Södervik I.","Vančugovienė, Vesta (58772303600); Lehtinen, Erno (7003434140); Södervik, Ilona (55143942900)","58772303600; 7003434140; 55143942900","The impact of inquiry-based learning in a botanical garden on conceptual change in biology","2025","International Journal of Science Education","1","10.1080/09500693.2024.2354542","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003375969&doi=10.1080%2f09500693.2024.2354542&partnerID=40&md5=36345b07707c802a81c0c9487bbe4391","The results of many past studies indicate that inquiry-based learning has a considerable impact on the conceptual understanding of students. There are, however, a limited number of studies that have examined the long-term effects of inquiry-based learning on conceptual understanding among students. The purpose of this study is to determine whether an inquiry-based learning environment in botanical garden improves the conceptual understanding of biological concepts in students over the long term. Seventy-nine 9th graders participated in inquiry-based learning biology lessons in a botanical garden, while seventy-two 9th graders participated in traditional biology lessons at school. The results showed that inquiry-based learning in a botanical garden has a positive impact on the correct scientific knowledge compared to traditional teaching at school. In addition, the learning activities in a botanical garden help students to overcome the typical resistant misconceptions related to photosynthesis and respiration. Even though the number of the correct scientific answers from the students in the experimental group slightly decreased between the post-test and delayed post-test, they still outperformed the students in the regular classroom three months later. Eventually, specially designed interventions could help in the implementation of conceptual change and to alter previous misconceptions to scientifically correct concepts. © 2024 Informa UK Limited, trading as Taylor & Francis Group.","Article","Scopus"
"Ogegbo A.A.; Ramnarain U.; Krajcik J.","Ogegbo, Ayodele Abosede (57208256680); Ramnarain, Umesh (37111322900); Krajcik, Joseph (6603708402)","57208256680; 37111322900; 6603708402","Factors predicting teachers' implementation of inquiry-based teaching practices: Analysis of South African TIMSS 2019 data from an ecological perspective","2024","Journal of Research in Science Teaching","1","10.1002/tea.21943","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190998797&doi=10.1002%2ftea.21943&partnerID=40&md5=4e4fb612e091721919002a39b3a78fd9","Inquiry-Based Teaching Practice (IBTP) is an essential component of science education, and promoting its implementation is at the heart of various reform efforts. Even though science teachers regard IBTP as an essential pedagogical method, they rarely use it for various reasons. This study utilizes Bronfenbrenner's ecological framework to examine potential factors at various levels of the educational ecosystem that predict the implementation of inquiry-based teaching practices among Grade 9 science teachers in South Africa. To this end, quantitative data from 537 educators who participated in the Trends in International Mathematics and Science Study (TIMSS) 2019 national assessment were utilized. Data were analyzed using descriptive statistics, Pearson correlation, and hierarchical multiple regression analysis. Results revealed that four variables at different socioeconomic levels were perceived to strongly predict teachers' implementation of inquiry teaching practices. These factors include teachers' job satisfaction, instructional resource shortage, and teachers' perception of the significance of various assessment strategies at the mesosystem level as well as teachers' participation in professional development at the exosystem level. Significant correlations exist between some of the predictive variables. Implications for policy are discussed. © 2024 The Authors. Journal of Research in Science Teaching published by Wiley Periodicals LLC on behalf of National Association for Research in Science Teaching.","Article","Scopus"
"Schiefer J.; Caspari J.; Moscoso J.A.; Catarino A.I.; Miranda Afonso P.; Golle J.; Rebuschat P.","Schiefer, Julia (57196219339); Caspari, Jana (58927073400); Moscoso, Joana A. (25230214700); Catarino, Ana I. (6602184499); Miranda Afonso, Pedro (58103687900); Golle, Jessika (36468185000); Rebuschat, Patrick (36459027300)","57196219339; 58927073400; 25230214700; 6602184499; 58103687900; 36468185000; 36459027300","Science and Heritage Language Integrated Learning (SHLIL): Evidence of the effectiveness of an innovative science outreach program for migrant students","2024","Science Education","1","10.1002/sce.21860","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187116798&doi=10.1002%2fsce.21860&partnerID=40&md5=f6a3d140a88f1e1f29d78bea4b82a648","Migrant students tend to underperform in Science, Technology, Engineering, and Mathematics (STEM) subjects and are less likely to pursue higher education in STEM when compared with their nonmigrant peers. Given the substantial increase in migration, this disparity has been a central concern in science education in many European countries. The purpose of this study was to investigate the effectiveness of an innovative science outreach program that brings together migrant students and STEM professionals with the same linguistic and cultural backgrounds. The program consists of one-off workshops that follow an inquiry-based approach and include hands-on activities and science communication in the students' heritage language. Using surveys with adapted scales and open-ended questions, we applied a randomized block design with waitlist control groups and repeated measures. Eighty-three Portuguese-speaking migrant students aged 6–17 years participated in the workshops in Germany and the United Kingdom. Results indicate that both the students and STEM professionals evaluated the program positively and that students who participated in the workshops tended to demonstrate an increase in their attainment value for science and an increase in their self-concept of ability for the heritage language 4 weeks after the intervention when compared with students in the control condition. These effects were particularly pronounced for students with low prior motivation to study science or speak the heritage language. Our results thus show that it is possible to foster migrant students' attainment value for science and increase their self-concept of ability regarding the heritage language through a brief science outreach intervention. © 2024 The Authors. Science Education published by Wiley Periodicals LLC.","Article","Scopus"
"Kanyonga L.; Kafanabo E.J.; Chumba S.K.; Kessio D.K.","Kanyonga, Labani (59406848200); Kafanabo, Eugenia J. (57193826845); Chumba, Sammy K. (59407427700); Kessio, David Kipkasi (59407134400)","59406848200; 57193826845; 59407427700; 59407134400","Students’ gender differences and scientific inquiry competencies in technical education and training institutions","2024","International Journal of Science Education","0","10.1080/09500693.2024.2421465","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208815491&doi=10.1080%2f09500693.2024.2421465&partnerID=40&md5=a8f8ed6dad0e2d6daf7c55f25660a3ed","This study examined whether students’ gender differences have an impact on students’ levels of scientific inquiry competencies in technical education and training institutions in Tanzania by adopting a quantitative research approach and a survey design. A proportionate stratified sampling technique was employed to obtain 337 students (160 males and 177 females) enrolled in the laboratory science and technology programme. Data were collected through the use of a scientific inquiry competencies test and analysed using the one-way Analysis of Covariance (ANCOVA) technique. The results reveal that male students significantly outperformed their female counterparts in total scientific inquiry competencies and in generating hypotheses, conducting data analysis and interpretation, and drawing scientific conclusions. Contrary, both male and female students demonstrated equal competence in formulating scientific questions and in planning and designing scientific experiments. Notably, both male and female students demonstrated lower competencies in planning and designing scientific experiments compared to other competencies. Conclusively, male students performed better in the overall scientific inquiry competencies and in generating hypotheses, data analysis and interpretation and drawing scientific conclusions compared to female students. Thus, instructors are recommended to employ gender-responsive pedagogy during laboratory activities to create and offer optimal learning environments for both male and female students. © 2024 Informa UK Limited, trading as Taylor & Francis Group.","Article","Scopus"
